,Name,RA,Dec,Period,Duty_cycle,phase
0,sample_0,79.91532166059532,38.917144356041405,157.00811667102502,0.15712564616704278,0.48599231961538303
1,sample_1,313.45492290079375,25.879331966336224,92.33873846469925,0.3312954876234303,0.1618455567614419
2,sample_2,74.41682873064012,-84.15778839787936,124.00456268927178,0.12213399986769238,0.41556227035518806
3,sample_3,330.6907407485724,-87.386183427761,127.42263301792414,0.11516370579303246,0.1437961356930681
4,sample_4,175.82314385425056,1.5484429328858198,114.78406565547759,0.4140720900081415,0.4333310774579214
5,sample_5,220.22167320632343,6.191390818856604,2.8372098423662133,0.17553055229289838,0.7676416361962888
6,sample_6,275.7191692543488,-70.01689968482397,92.16680901383296,0.3665579964266824,0.039168884516263276
7,sample_7,186.62529145438083,84.94188623371582,18.716899552096333,0.4663800329487653,0.0529010249042459
8,sample_8,106.84521256242414,-47.2419159681129,192.01146351956666,0.4807969410234817,0.606842619602318
9,sample_9,67.57776510576397,47.068415178887335,116.45160442418842,0.34271175359889106,0.37107415263661153
10,sample_10,29.066049342667302,-15.16394822004824,72.57619743493005,0.15964322616665727,0.9763455782609665
11,sample_11,265.8311222286672,-8.689178044919046,143.74321112826865,0.3549392001856577,0.557532962793424
12,sample_12,158.86690715031415,57.55092847176883,186.70017131543852,0.2995882406739363,0.6592541545892082
13,sample_13,56.98996927787731,85.17907221107038,124.87931548662395,0.24435296889833685,0.35953434930322825
14,sample_14,316.7685318621484,-82.39507182901549,52.34237799207597,0.4200407529278454,0.3401782974760435
15,sample_15,98.66838545258095,43.443018540403074,95.89457064729474,0.3336679120441293,0.31518808225523576
16,sample_16,149.12046451898766,27.110383430359008,47.61016035252111,0.20314021816741135,0.3143441632674947
17,sample_17,106.58581498478594,6.8763878808832715,6.980189727484402,0.17348173564310568,0.6891706784090188
18,sample_18,226.3573593175252,-20.84052131198662,32.333718978133675,0.4176481937484253,0.6681232791639056
19,sample_19,208.73581329013433,-0.25943575258597207,48.93542303178732,0.13700250499721867,0.2079383547237811
20,sample_20,215.96851149302927,-40.96056467393256,110.31642570086575,0.24364866995297774,0.6167235385648613
21,sample_21,95.69222412160725,77.93406948411635,31.29225962270015,0.22620292322535743,0.22996254011633943
22,sample_22,102.48407017208456,-65.90869996199439,47.603133063699985,0.33129835620587866,0.9344594189143287
23,sample_23,91.28921819650576,-62.4849798511992,24.086217792416534,0.31132573604680674,0.16826585846493747
24,sample_24,117.91974552846739,37.506269209494945,9.149018847991325,0.48109759055507273,0.15491880724479132
25,sample_25,51.89770659222483,-6.2425570352042,185.62382162390014,0.339397285835639,0.9416420100026962
26,sample_26,59.61897390384433,24.261470712188697,12.553396895784221,0.2246097549585244,0.5579268744952183
27,sample_27,347.0053511591684,20.274685939983655,145.76603404507935,0.4071572979306436,0.7237449926101194
28,sample_28,345.6720152356969,39.32538718326492,163.28705110773288,0.41822180746764737,0.7311365759562776
29,sample_29,67.82739186798071,-64.33917916231712,163.55571052326576,0.32928027649384545,0.9761585055677529
30,sample_30,8.750119120999013,36.54789285030925,22.836246981228676,0.3519321506354678,0.42527555685687896
31,sample_31,73.63795114131844,-30.598485579968767,36.0122057253464,0.2341934402159932,0.8797630246741063
32,sample_32,251.93670264941943,34.547686890739556,4.581566095656388,0.3418078299942142,0.5372025262897193
33,sample_33,280.61745565413514,-26.889209627461113,172.24161595183324,0.34743220416716925,0.7597224011799196
34,sample_34,8.255683947144943,58.52229483436889,176.96869595542694,0.23234690033227332,0.6390554992003263
35,sample_35,207.9528522981309,62.339900250230414,188.27620685100462,0.41670186214088156,0.38013341261849487
36,sample_36,0.5911657560491389,24.240958779432347,187.19739587333493,0.2588829252454077,0.7468824168383166
37,sample_37,185.56498555982262,-41.950012149248586,141.42294381381703,0.3156487580024595,0.6132932516070346
38,sample_38,230.31986545534727,-16.575309055749855,44.967581863124586,0.3449281221622519,0.7483271334064626
39,sample_39,354.81492876548,-24.737325369856975,188.91039750489017,0.17643110189678535,0.06576879753491144
40,sample_40,93.27254373203397,-57.236854426603465,56.82549895663316,0.46436159806314603,0.45234459399536925
41,sample_41,288.89085372578063,-78.03192108075794,173.8090285594056,0.40722271335939086,0.3499296031723115
42,sample_42,313.36520648966393,21.902973117030598,142.00730060458213,0.4876525112133221,0.854074895959512
43,sample_43,332.1806335243017,-8.800666645316113,132.86364889775197,0.35069621294806663,0.05683500406385
44,sample_44,0.7970943695543653,-77.92029133657108,164.66869728619398,0.3656068038440089,0.32280177182864433
45,sample_45,169.01111894901027,23.37953576310423,91.7166070660435,0.2446579498350382,0.6898575124743747
46,sample_46,353.31893085078775,17.73913756655743,157.46021163839805,0.11345535775030756,0.01860991477085391
47,sample_47,143.61613995698715,4.325776058131808,167.96275367532795,0.29403970970875426,0.7520672567107302
48,sample_48,292.93555460651464,-70.16269338873948,82.33201658867534,0.12373285031651649,0.33988216794456466
49,sample_49,196.71887470511228,-6.035444565406863,124.4777420370162,0.3754932133935338,0.2865232143707155
50,sample_50,277.49976282960944,0.9713425997627212,51.130326929351746,0.15518000025166076,0.5224530907083659
51,sample_51,174.570337685095,-68.52511259370075,157.37459678273828,0.3545591420538101,0.9485604961105601
52,sample_52,10.479871806541652,-44.836185428502084,71.56169931960223,0.24328540110431832,0.43039434383004094
53,sample_53,31.148382567909813,89.49316866953393,102.52961782529556,0.2738411319078107,0.5013845428109962
54,sample_54,40.12225791796462,85.40053961272704,74.31388068267384,0.244962238034463,0.9199551621237604
55,sample_55,90.44572775748024,70.98695190443573,197.56373407800706,0.19726861513535776,0.3211092504312506
56,sample_56,347.35985615656614,-1.7263965188628703,3.2600141770642397,0.37028867555835454,0.8688336496627665
